ID,Timestamp (DD/MM/YY H:M:S),Tweet URL,Group,Collector,Category,Topic,Keywords,Account Handle,Account Name,Account Bio,Account Type,Joined (MM/YYYY),Following,Followers,Location,Context,Tweet,Tweet Translated,Tweet Type,Date Posted (DD/MM/YY H:M:S),Screenshot,Content Type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,"No. of Days since Philippines Joined the COVAX Facility (Jul 24, 2020)","No. of Days since FDA Approved the First COVID-19 Vaccine (Dec 11, 2020)","No. of Days since Arrival of First Batch of COVID-19 Vaccine Doses Committed by the COVAX Facility (Mar 04, 2021)","No. of Days since First Detected Cases of Omicron Variant in the Philippines (Aug 02, 2022)",Mentioned or Referenced COVID-19 Vaccine Brand,Mentioned or Referenced Other Vaccine/Drugs,Peddled Medical Adverse Side Effect,Distrust in Vaccine Development,"Racial, Religious, Cultural, Economic, or Socio-Political Keywords",Oppressive Keywords,Reviewer,Review
27-62,31/03/2023 0:43,https://twitter.com/juandel40496920/status/1372083290723688448?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, nakakamatay",@juandel40496920,philpatriot,None,Anonymous,Oct-20,122,6,Philippines,Socio-political,"Unti-unti na kaming pinapatay ng gobyernong ito sa walang pakundangang pagpapatupad ng mga walang silbing lockdown, quarantine at health protocols. Idagdag pa nito ang nakakamatay na covid-19 vaccine sapagkat tao ang pinagpapraktisan.","This government is slowly killing us with the reckless implementation of useless lockdown, quarantine and health protocols. Add to this the deadly covid-19 vaccine because it is practiced on humans.",Reply,17/03/2021 15:12,,Emotional,0,0,0,,,INACCURATE,"Despite the reports from CDC that COVID vaccines can cause death, it's only 0.0029% of the total vaccines administered from December 14, 2020, through March 1, 2023. Hence, it's inaccurate to say that vaccines are ineffective and it causes death.

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/safety/adverse-events.html]",Lacks account bio and is not identifiable.,236,96,13,-503,None,None,DEATH,YES; Other Conspiracy,this government,None,,
27-63,31/03/2023 1:06,https://twitter.com/Lawrence_Deee/status/1425977679602356226?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, di epektibo","@Lawrence_Deee
","Lance🌻
","Cheeseburgers and Mango Charlotte | In pursuit of the untarnished truth.
",Anonymous,Nov-16,167,169,Region XI,Culture-based,May anti-vaxxer din pala sa UP Manila? ‘Di epektibo ang COVID-19 vaccine - doktor,,URL,13/08/2021 8:29,,Emotional,0,0,0,,,FALSE,"COVID-19 vaccines are tested and proven to prevent contracting the virus.  Hence, it's wrong to say that the vaccine is ineffective. 

[https://www.nfid.org/infectious-diseases/frequently-asked-questions-about-covid-19-vaccines/]",Lacks account bio and is not identifiable.,385,245,162,-354,None,None,INEFFICIENCY,YES; Vaccine Trials,UP Manila,Anti-vaxxer,,
27-64,31/03/2023 1:19,https://twitter.com/claro_sonny/status/1370334161899167750?s=20,27,"Inukai, Masayuki",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccine, di epektibo",@claro_sonny,Sonny Claro,Poet/ music lover/ veteran video gamer/ old soul.. Sige na nga old na rin!!! MASAYA KA NA!!,Identified,Dec-16,573,157,Region III,Socio-political,"May covid si sinas..kahit na isa sya sa posibleng nabakunahan na ng smuggled na vaccine last Oct. 2 lang ang punto jan.. di talaga epektibo ang gawang china na vaccine o sinungaling lang talaga sila..
","Sinas has covid.. even though he is one of those who may have been vaccinated with the smuggled vaccine last Oct. There are only 2 points.. the Chinese made vaccine is not really effective or they are just liars..
",Reply,12/03/2021 19:21,,Emotional,1,0,1,,,MISLEADING,"Being fully-vaccinated doesn't mean you'll no longer get the virus. In fact, it is still possible for you to get positive although you'll only experience mild symptoms and it doesn;t imply that the vaccine is not effective.

[https://www.houstonmethodist.org/blog/articles/2021/aug/5-things-vaccinated-people-need-to-know-about-breakthrough-infection/#:~:text=In%20most%20cases%2C%20fully%20vaccinated,or%20experience%20only%20mild%20symptoms.]",Seems like the user's personal account based on the bio and consistent name in Account handle and name.,231,91,8,-508,None,None,INEFFICIENCY,YES; Vaccine Trials,China,None,,
27-65,03/04/2023 11:25,https://twitter.com/k4ats/status/1525288660304003072,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","Pfizer, killer",@k4ats,klk,None,Anonymous,Dec-10,839,283,Philippines,None,PFIZER a KILLER drug,Pfizer a killer drug,Text,14/05/2022 9:35,,Transactional,1,0,0,,,NEED CONTEXT,"This tweet is a baseless and dangerous claim without any evidence to support it. Pfizer is a reputable pharmaceutical company that has undergone rigorous testing and regulatory processes to ensure the safety and efficacy of their drugs. It is important to always fact-check and verify information before spreading false claims that can harm individuals and public health efforts.

[https://www.fda.gov/emergency-preparedness-and-response/coronavirus-disease-2019-covid-19/pfizer-biontech-covid-19-vaccine]",,659,519,436,-80,Pfizer,None,DEATH,YES; Vaccine Content,None,Killer,,
27-66,03/04/2023 11:29,https://twitter.com/just_a_guy_twit/status/1604981409289973761,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccinated, dying",@just_a_guy_twit,The annoyer,None,Anonymous,Feb-22,50,6,Philippines,Socio-political,"DOH we dare you to show the numbers of the VACCINATED PEOPLE DYING & hospitalized & disabled versus the unvaccinated..

DOH never ashamed to be a drug dealer of the philippines","DOH we dare you to show the numbers of the VACCINATED PEOPLE DYING & hospitalized & disabled versus the unvaccinated..

DOH never ashamed to be a drug dealer of the Philippines",Reply,20/12/2022 7:29,,Rational,1,0,0,,,UNPROVEN,"This is unproven. According to the latest data from the Department of Health (DOH) in the Philippines, the majority of COVID-19 deaths and hospitalizations are among the unvaccinated population. 

[https://covid19.who.int/region/wpro/country/ph]",,879,739,656,140,None,None,DEATH,YES; Vaccine Content,DOH,None,,
27-67,03/04/2023 11:39,https://twitter.com/KimIverest/status/1481645061914136578,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccinated, infected",@KimIverest,Kim Iverest,Traveler. Investigative Journalist.,Identified,Nov-21,35,6,Philippines,Racial,"How many are vaccinated with covid? In Europe, Israel, Singapore, more & more vaccinated people are infected with covid. Stop spreading fallacies. Natural immunity, esp w/ those who recovered fr covid, is 27 times stronger than any EXPERIMENTAL BIOLIGICAL AGENT. NO VAX for them!","How many are vaccinated with covid? In Europe, Israel, Singapore, more & more vaccinated people are infected with covid. Stop spreading fallacies. Natural immunity, especially with those who recovered from covid, is 27 times stronger than any experimental biological agent. No vax for them!",Reply,13/01/2022 23:11,,Emotional,2,0,0,,,INACCURATE,"This tweet is inaccurate. Vaccination significantly reduces the risk of getting infected with COVID-19 and developing severe illness. According to data from the Centers for Disease Control and Prevention (CDC), over 170 million people in the United States have been fully vaccinated, and only a small percentage of them have been infected with COVID-19. Additionally, natural immunity is not a substitute for vaccination, as it is not clear how long natural immunity lasts and how effective it is against new variants of the virus. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/keythingstoknow.html]",,538,398,315,-201,None,None,INFECTION,YES; Vaccine Distribution," Europe, Israel, Singapore,",None,,
27-68,03/04/2023 11:44,https://twitter.com/christusrex_est/status/1601005843549675520,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccines, side effects",@christusrex_est,freethinker,"Freedom of speech, freedom of thought Pronouns : nor/mal",Anonymous,Nov-20,58,3,Philippines,Health,"Nag collapse bigla? Kawawa naman. Ang mga side effects talaga ng bakuna, hindi mo mamamalayan, biglaan na lang. Rest in peace Jovit. Now it’s time to talk about the side effects of the COVID vaccines that have been forced on people","Collapsed suddenly? Pity. The side effects of the vaccine are real, you won't realize it, it's all of a sudden. Rest in peace Jovit. Now it's time to talk about the side effects of the COVID vaccines that have been forced on people",Reply,12/09/2022 8:08,,Rational,3,5,0,,,UNPROVEN,"The claim that the side effects of the COVID vaccines caused the sudden collapse and death of Jovit Baldivino is UNPROVEN. 

[https://www.rappler.com/entertainment/celebrities/jovit-baldivino-death-fake-news-claims]",,780,640,557,41,None,None,DEATH,YES; Vaccine Content,Jovit Baldivino,None,,
27-69,03/04/2023 11:57,https://twitter.com/tro33ing,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","vaccination, variants",@tro33ing,Freedom Fighter,No to V AX mandates and passports #NoVaccinePassports,Anonymous,Oct-21,46,311,Philippines,None,"It's easy to see that

More vaccination = more variant","It's easy to see that. More vaccination = more variant""",Text,08/08/2022 8:59,,Rational,4,0,0,,,UNPROVEN,"This tweet is UNPROVEN. There is no scientific evidence to support the claim that more vaccination leads to more variants. In fact, experts suggest that the opposite is true - vaccination can help reduce the emergence of new variants by limiting the spread of the virus. 

[https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON279]",,745,605,522,6,None,None,COVID ITSELF,YES; Other Conspiracy,None,None,,
27-70,03/04/2023 11:20,https://twitter.com/bigboyvision/status/1484332225789267970?s=61&t=Ad-n9AJl8FRRzpQWu4ILbQ,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID-19, lason",@bigboyvision,Bernard Q,#businessman,Identified,Feb-21,164,17,National Capital Region,Health,No effect yan experimental vaccine lason!. I got natural immunity dahil gumaling ako agad sa covid . I got test my antibodies ang result 15000 😂. Kht tabihan ko pa yung may sakit ng covid immune n ko. Yung vax niyo hawa pa din  😂,That has no effect experimental vaccine poison!. I got natural immunity because I recovered immediately from covid. I got to test my antibodies the result is 15000 😂. Even if i go near someone who is sick with covid im already immune. Your vax can still cause you to be infected 😂,Reply,21/01/2022 9:09,,Rational,0,0,0,,,FALSE,"This tweet is FALSE. Natural immunity from a previous COVID-19 infection does not guarantee protection against future infections or variants. Additionally, the experimental vaccines have been shown to be highly effective in preventing severe illness, hospitalization, and death from COVID-19. The claim that the vaccine can cause infection is also false. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/keythingstoknow.html]",,546,406,323,-193,None,None,INEFFICIENCY,YES; Vaccine Trials,None,None,,
27-71,03/04/2023 11:19,https://twitter.com/jannellesanford/status/1365590358592278537?s=61&t=Ad-n9AJl8FRRzpQWu4ILbQ,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death",COVID-19 vaccine,@JannelleSanford,Janelle Sanford,None,Identified,Jun-20,913,504,Region XII,None,"Ang akala ko safe yang magpavaccine yun pla hindi. Kaibigan ko nagpa vaccine para ma secure ang kaligtasan niya,tuloy mas  nagkaroon siya ng covid-19 😔 nakakalungkot lang.","I thought it was safe to get vaccinated, but it's not. My friend got a vaccine to ensure his safety, then he got covid-19 😔 it's just sad.",Text,21/02/2021 17:11,,Emotional,0,0,0,,,FALSE,"This tweet is FALSE. Vaccines are proven to be effective in preventing COVID-19 infections. According to the Centers for Disease Control and Prevention (CDC), breakthrough infections (getting COVID-19 after being fully vaccinated) are rare and the vaccines still provide strong protection against severe illness, hospitalization, and death. 

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/keythingstoknow.html]",,212,72,-11,-527,None,None,INEFFICIENCY,YES; Vaccine Content,None,None,,
27-72,03/04/2023 11:19,https://twitter.com/paulapostle14/status/1631221374659497985?s=61&t=Ad-n9AJl8FRRzpQWu4ILbQ,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID-19 vaccine, lason",@PaulApostle14,Paul Apostle,CRITICAL THINKER. Marcos loyalist,Identified,Oct-23,208,43,Region V,Socio-political,Mga mamatay tao kayo mga tiga DOH pinilit n'yo bakunahan mga tao ng covid 19 vaccine na pumatay sa libong tao sapagkat lason ito na nagdulot ng ibat-ibang sakit sa mga tao,"
You people from DOH are killers  you forced to vaccinate people with the covid 19 vaccine that killed thousands of people because it was poison that caused various diseases to people",Reply,03/02/2023 17:14,,Emotional,1,1,0,,39,FALSE,"This tweet is FALSE. There is no evidence that the COVID-19 vaccine has killed thousands of people or caused various diseases. In fact, multiple studies have shown that the vaccines are safe and effective in preventing severe illness and death from COVID-19. 

[https://www.who.int/emergencies/disease-outbreak-news/item/2021-DON299]",,924,784,701,185,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Content,DOH,Mamamatay tao,,
27-73,03/04/2023 3:32,https://twitter.com/dzbb/status/1439152845039681539?s=61&t=Ad-n9AJl8FRRzpQWu4ILbQ,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID vaccine, di totoo",@dzbb,DZBB Super Radyo,"The official Twitter account of Super Radyo DZBB 594 kHz, the flagship AM
radio station of GMA Network. Inc.",Media,Jan-23,947,2575000,Philippines,Culture-based,"Panawagan ng grupo, itigil na ang pagsusuot ng facemask, lockdown at pagbabakuna kontra COVID-19 dahil wala umanong COVID-19. ","The group's appeal is to stop wearing facemasks, lockdown and vaccination against COVID-19 because there is no such thing as COVID-19.",Video,18/09/2021 17:02,,Transactional,6984,1516,458,27500,,NEED CONTEXT,"The tweet needs context because it is spreading misinformation about the existence of COVID-19 and encouraging people to disregard safety measures that have been put in place to prevent the spread of the virus. This can lead to people becoming infected and potentially spreading the virus to others. 

[https://www.reuters.com/article/uk-factcheck-covid19-denial/fact-check-covid-19-is-real-and-has-killed-millions-idUSKBN27Y2JN]","Transcript in the video stated: itigil ang mandatory vaccine, we want our freedom back. walang isolation ang SARS-CoV-2 kaya walang COVID-19. Bilang isang kabataan dapat alam natin kung ano yung karapatan natin, huwag niyong isulong ang vaccine na nakakamatay sa madaming tao. ang dami dami ng namamatay…",421,281,198,-318,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Content,None,None,,
27-74,03/04/2023 3:34,https://twitter.com/TumangPinas/status/1288447188264132610,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, china",@TumangPinas,"Tumang, ‘Pinas!",Personal Blog. Personal Opinion. Hindi Dilaw. Hindi Pula. Kulay Pilipino. Every opinion is mine and only mine. #LeniRobredo2022 #LetLeniLead,Media,Mar-20,278,194,Republic of the Philippines,Racial,"@ABSCBNNews Bakuna kontra Covid? O bakunang maglulugmok lalo sa Pilipinas? China made, patay tayo dyan.","@ABSCBNNews Vaccine against Covid? Or will the vaccine make the Philippines sink more? China made, we will get killed. ",Reply,29/07/2020 20:12,,Emotional,11,0,0,,,INACCURATE,"This tweet is inaccurate and unfounded. The safety and efficacy of vaccines are thoroughly tested and regulated by health authorities before they are approved for public use. The vaccine's country of origin does not determine its effectiveness or safety. 

[https://www.who.int/emergencies/disease-outbreak-news/item/2020-DON146]",,5,-135,-218,-734,None,None,"INEFFICIENCY, DEATH",YES; Vaccine Distribution,China,None,,
27-75,03/04/2023 3:34,https://twitter.com/PSuaresu/status/1355606947974631425,27,"Lanting, Kurt",HLTH,"COVID-19 vaccines are not effective, can cause infections and/or death","COVID, bakuna, pfizer",@PSuaresu,Poru Suaresu,trying twitter,Anonymous,Jun-20,431,63,Philippines,Racial,"@TiyongGo @Audrey39602141 @MacLen315 UNA, PFIZER GUSTO NIYO NA BAKUNA! AT DAHIL MARAMING NAMAMATAY SA PFIZER, KAHIT IKAW AYAW MO NA! NAGPATUROK NA YAN SIYA YUNG MADE IN CHINA NA BAKUNA! IKAW KAILAN KA PAPATUROK NG PFIZER? SA PWET MO RIN BAKLA! WAG LANG TITI IPASOK JAN, MED NG PFIZER PARA WALA KA NG COVID PATAY KA PA","@TiyongGo @Audrey39602141 @MacLen315 FIRST, PFIZER IS THE VACCINE THAT YOU WANT! AND BECAUSE MANY DIE FROM PFIZER, EVEN YOU DON'T WANT IT ANYMORE! HE HAD BEEN INJECTED WITH THE VACCINE THAT WAS MADE IN CHINA! HOW ABOUT YOU WHEN WILL YOU GET INJECTED WITH PFIZER? IN YOUR ASS TOO GAY! JUST DON’T LET THE COCK IN, IT SHOULD BE THE MEDICINE OF PFIZER SO YOU DON'T GET COVID AND YOU ARE STILL DEAD",Reply,31/01/2021 4:00,,Rational,1,1,0,,,NEED CONTEXT,"This tweet is spreading misinformation about the Pfizer vaccine and making homophobic remarks. It is important to note that Pfizer is a safe and effective vaccine, and there is no evidence to suggest that many people are dying from it. Additionally, the homophobic language used in the tweet is unacceptable and harmful. 

Context: Pfizer vaccine safety and efficacy

[https://www.cdc.gov/coronavirus/2019-ncov/vaccines/different-vaccines/Pfizer-BioNTech.html]

Context: Harmful effects of homophobic language

[https://www.apa.org/pi/lgbt/resources/language]",,191,51,-32,-548,Pfizer,None,"INEFFICIENCY, DEATH",YES; Vaccine Distribution,China,"Titi, Pwet, Bakla",,
